at_bats,hits,walks,strikeouts,game_id,team
32,6,0,7,360905128,MIA
36,9,2,10,360905130,BAL
29,2,1,6,360905130,TB
39,16,5,9,360905109,KC
37,12,3,10,360905109,MIN
40,14,5,7,360905123,STL
37,12,1,8,360905123,PIT
38,14,3,5,360905111,LAA
38,11,7,7,360905111,OAK
39,11,3,6,360905120,ATL
29,9,4,7,360905120,WSH
41,9,3,12,360905104,DET
43,10,2,16,360905104,CHW
33,7,4,8,360905112,TEX
38,14,9,14,360905112,SEA
29,2,0,7,360905127,SF
29,6,5,3,360905127,COL
32,7,2,14,360905125,BOS
29,6,2,8,360905125,SD
36,11,7,14,360905105,HOU
33,7,3,9,360905105,CLE
31,4,3,9,360905119,ARI
34,11,3,9,360905119,LAD
36,11,8,8,360906110,TOR
30,7,4,6,360906110,NYY
36,11,0,7,360906120,ATL
37,12,3,9,360906120,WSH
42,15,2,8,360906123,STL
40,12,2,9,360906123,PIT
34,7,4,11,360906105,HOU
34,7,2,7,360906105,CLE
34,8,4,10,360906117,NYM
31,5,4,11,360906117,CIN
35,10,5,8,360906128,PHI
34,7,3,10,360906128,MIA
42,14,6,7,360906130,BAL
35,8,2,7,360906130,TB
33,7,2,9,360906104,DET
29,8,3,8,360906104,CHW
35,8,2,6,360906108,CHC
37,16,3,7,360906108,MIL
36,10,5,8,360906109,KC
34,8,1,6,360906109,MIN
32,8,2,4,360906127,SF
28,4,3,10,360906127,COL
29,5,1,7,360906111,LAA
27,4,3,6,360906111,OAK
44,15,6,10,360906112,TEX
39,12,4,7,360906112,SEA
30,4,1,10,360906119,ARI
33,11,2,6,360906119,LAD
35,10,5,10,360906125,BOS
36,9,0,9,360906125,SD
40,13,2,10,360907117,NYM
37,13,5,12,360907117,CIN
35,10,4,7,360907130,BAL
37,13,4,15,360907130,TB
33,10,3,10,360907104,DET
36,13,3,6,360907104,CHW
28,2,2,7,360907111,LAA
35,10,7,10,360907111,OAK
34,9,2,8,360907123,STL
32,11,1,9,360907123,PIT
30,5,3,7,360907110,TOR
33,9,2,12,360907110,NYY
45,13,3,15,360907120,ATL
42,15,6,11,360907120,WSH
38,12,1,10,360907105,HOU
34,12,4,4,360907105,CLE
28,4,5,13,360907128,PHI
33,13,1,3,360907128,MIA
29,3,2,8,360907108,CHC
26,5,5,8,360907108,MIL
35,11,3,7,360907109,KC
37,12,1,11,360907109,MIN
37,13,2,7,360907127,SF
34,11,1,7,360907127,COL
36,9,4,6,360907125,BOS
32,7,0,11,360907125,SD
32,7,4,6,360907112,TEX
30,8,4,9,360907112,SEA
34,7,5,8,360907119,ARI
27,4,4,12,360907119,LAD
35,9,3,9,360908105,HOU
31,9,6,5,360908105,CLE
38,12,1,9,360908110,TB
34,10,1,4,360908110,NYY
32,6,1,11,360908120,PHI
31,5,2,3,360908120,WSH
32,6,0,4,360908123,CIN
34,11,5,8,360908123,PIT
39,17,4,4,360908124,MIL
35,11,3,5,360908124,STL
34,8,2,7,360908112,TEX
32,11,5,9,360908112,SEA
34,8,3,9,360908125,COL
37,12,6,8,360908125,SD
38,12,3,12,360909110,TB
31,9,11,6,360909110,NYY
31,7,4,12,360909120,PHI
33,9,1,9,360909120,WSH
32,10,2,2,360909123,CIN
27,10,4,1,360909123,PIT
42,18,4,6,360909114,BOS
36,9,1,10,360909114,TOR
31,5,1,7,360909106,BAL
30,9,3,10,360909106,DET
33,7,3,17,360909128,LAD
31,8,2,8,360909128,MIA
32,6,5,7,360909115,NYM
36,11,5,10,360909115,ATL
35,7,3,12,360909104,KC
35,13,2,3,360909104,CHW
38,9,5,8,360909109,CLE
32,6,4,8,360909109,MIN
32,5,3,8,360909118,CHC
31,7,0,10,360909118,HOU
32,9,2,5,360909124,MIL
27,5,3,6,360909124,STL
45,12,9,10,360909129,SF
45,10,5,14,360909129,ARI
34,8,4,9,360909103,TEX
31,4,2,12,360909103,LAA
33,6,3,12,360909111,SEA
33,7,1,8,360909111,OAK
34,9,2,7,360909125,COL
30,5,3,9,360909125,SD
31,4,2,8,360910114,BOS
31,6,3,8,360910114,TOR
26,2,6,12,360910118,CHC
27,5,4,8,360910118,HOU
40,17,5,6,360910111,SEA
36,9,2,3,360910111,OAK
31,6,0,11,360910110,TB
29,6,1,6,360910110,NYY
31,5,1,10,360910120,PHI
30,7,3,8,360910120,WSH
39,15,2,9,360910123,CIN
36,10,7,6,360910123,PIT
33,7,5,7,360910104,KC
37,13,3,9,360910104,CHW
39,12,7,9,360910106,BAL
35,8,4,6,360910106,DET
41,7,5,5,360910109,CLE
40,7,5,9,360910109,MIN
36,7,4,7,360910115,NYM
35,8,1,4,360910115,ATL
33,8,3,8,360910128,LAD
30,2,0,12,360910128,MIA
29,6,4,8,360910124,MIL
30,8,3,7,360910124,STL
43,19,5,8,360910129,SF
30,5,3,8,360910129,ARI
32,4,2,11,360910125,COL
31,8,3,5,360910125,SD
38,12,2,8,360910103,TEX
35,9,4,8,360910103,LAA
36,9,1,9,360911110,TB
34,7,1,7,360911110,NYY
37,11,6,11,360911114,BOS
35,8,7,13,360911114,TOR
31,8,5,9,360911106,BAL
31,5,3,6,360911106,DET
30,4,0,4,360911128,LAD
31,10,1,5,360911128,MIA
37,11,4,7,360911115,NYM
34,11,2,5,360911115,ATL
32,7,2,9,360911120,PHI
27,4,3,3,360911120,WSH
36,13,4,4,360911123,CIN
32,7,5,9,360911123,PIT
36,10,1,12,360911104,KC
27,2,5,8,360911104,CHW
38,13,6,6,360911109,CLE
33,5,2,12,360911109,MIN
29,4,1,13,360911124,MIL
32,5,1,10,360911124,STL
31,5,2,12,360911103,TEX
30,8,2,6,360911103,LAA
36,12,1,5,360911111,SEA
29,7,3,6,360911111,OAK
33,8,5,6,360911129,SF
37,11,1,15,360911129,ARI
36,7,1,8,360911125,COL
34,5,4,9,360911125,SD
36,10,4,11,360911118,CHC
32,7,3,5,360911118,HOU
39,12,1,9,360912110,LAD
32,5,3,11,360912110,NYY
31,5,5,5,360912120,NYM
33,10,6,8,360912120,WSH
32,5,3,8,360912122,PIT
31,9,8,11,360912122,PHI
32,4,2,6,360912114,TB
30,6,1,5,360912114,TOR
29,2,1,9,360912102,BAL
37,16,3,7,360912102,BOS
31,5,6,14,360912106,MIN
29,6,3,7,360912106,DET
42,17,2,8,360912115,MIA
39,17,5,5,360912115,ATL
32,6,2,11,360912117,MIL
30,7,1,6,360912117,CIN
40,17,10,6,360912107,OAK
33,7,2,6,360912107,KC
35,8,2,6,360912104,CLE
40,16,3,7,360912104,CHW
41,9,4,7,360912118,TEX
41,7,5,11,360912118,HOU
32,7,3,6,360912124,CHC
27,1,3,8,360912124,STL
41,14,2,9,360912129,COL
39,16,3,10,360912129,ARI
39,11,2,4,360912103,SEA
32,6,3,4,360912103,LAA
34,9,2,8,360912126,SD
32,5,2,4,360912126,SF
32,5,1,10,360913110,LAD
29,8,4,5,360913110,NYY
40,12,3,7,360913120,NYM
38,8,1,14,360913120,WSH
31,7,7,7,360913122,PIT
31,6,3,15,360913122,PHI
30,7,7,8,360913114,TB
34,9,2,7,360913114,TOR
35,9,6,10,360913102,BAL
35,9,4,6,360913102,BOS
37,13,4,7,360913106,MIN
32,6,3,5,360913106,DET
35,10,4,4,360913115,MIA
35,9,3,9,360913115,ATL
31,4,2,9,360913117,MIL
32,10,0,5,360913117,CIN
32,6,2,6,360913107,OAK
37,10,2,3,360913107,KC
32,6,1,7,360913104,CLE
32,9,3,9,360913104,CHW
33,6,3,12,360913118,TEX
29,4,1,9,360913118,HOU
30,4,8,7,360913124,CHC
30,7,3,11,360913124,STL
35,8,2,11,360913129,COL
39,17,8,10,360913129,ARI
36,10,3,5,360913103,SEA
30,3,0,11,360913103,LAA
37,12,3,5,360913126,SD
36,12,4,5,360913126,SF
39,13,3,10,360914114,TB
28,2,4,6,360914114,TOR
38,12,1,12,360914124,CHC
28,3,1,9,360914124,STL
35,8,4,7,360914126,SD
29,4,2,10,360914126,SF
31,4,2,9,360914110,LAD
30,3,2,14,360914110,NYY
29,3,4,9,360914120,NYM
27,6,2,7,360914120,WSH
31,5,0,6,360914102,BAL
31,4,1,7,360914102,BOS
30,9,6,7,360914122,PIT
39,15,0,9,360914122,PHI
33,6,2,10,360914106,MIN
37,13,1,10,360914106,DET
32,8,2,7,360914115,MIA
33,9,2,3,360914115,ATL
33,6,6,8,360914117,MIL
31,6,2,8,360914117,CIN
40,13,7,9,360914107,OAK
30,4,3,11,360914107,KC
36,10,3,6,360914104,CLE
33,6,0,5,360914104,CHW
36,8,2,11,360914118,TEX
35,12,2,8,360914118,HOU
36,13,4,9,360914129,COL
42,17,4,7,360914129,ARI
33,6,0,7,360914103,SEA
29,5,3,4,360914103,LAA
34,11,2,7,360915106,MIN
34,9,3,3,360915106,DET
30,4,5,12,360915104,CLE
33,9,2,7,360915104,CHW
38,12,3,13,360915101,TB
36,9,5,8,360915101,BAL
40,13,3,8,360915122,PIT
31,5,0,9,360915122,PHI
38,14,3,8,360915102,NYY
34,9,5,2,360915102,BOS
44,16,5,7,360915107,OAK
35,9,1,7,360915107,KC
34,7,2,11,360915116,MIL
35,10,5,11,360915116,CHC
35,9,2,11,360915129,LAD
29,6,3,12,360915129,ARI
33,10,6,8,360915103,TOR
34,6,3,5,360915103,LAA
32,5,1,7,360915126,STL
34,12,4,2,360915126,SF
38,10,2,13,360916116,MIL
34,11,4,4,360916116,CHC
35,10,0,8,360916101,TB
32,9,3,7,360916101,BAL
51,13,4,12,360916122,MIA
48,13,5,18,360916122,PHI
34,9,3,7,360916102,NYY
31,12,2,2,360916102,BOS
32,5,4,11,360916105,DET
34,14,5,6,360916105,CLE
40,12,6,11,360916117,PIT
38,9,2,11,360916117,CIN
29,3,4,8,360916121,MIN
30,7,5,8,360916121,NYM
34,12,3,8,360916115,WSH
35,9,2,12,360916115,ATL
36,10,3,11,360916113,OAK
37,12,3,7,360916113,TEX
36,11,4,9,360916107,CHW
34,7,1,10,360916107,KC
34,10,2,8,360916127,SD
40,14,3,8,360916127,COL
31,5,4,6,360916129,LAD
32,6,7,12,360916129,ARI
33,10,7,5,360916103,TOR
35,8,5,10,360916103,LAA
37,10,4,10,360916112,HOU
29,3,3,7,360916112,SEA
33,7,5,8,360916126,STL
30,7,6,12,360916126,SF
37,11,10,8,360917217,PIT
37,11,2,4,360917217,CIN
35,9,2,12,360917102,NYY
33,10,4,5,360917102,BOS
33,7,4,9,360917115,WSH
34,13,2,9,360917115,ATL
34,8,6,11,360917116,MIL
33,8,2,9,360917116,CHC
32,4,3,10,360917105,DET
31,4,9,10,360917105,CLE
36,11,9,4,360917317,PIT
32,7,2,7,360917317,CIN
34,6,2,7,360917101,TB
30,7,1,4,360917101,BAL
28,3,0,5,360917122,MIA
35,11,5,11,360917122,PHI
43,8,6,12,360917121,MIN
44,10,3,16,360917121,NYM
36,8,1,7,360917107,CHW
29,7,0,2,360917107,KC
38,12,5,10,360917113,OAK
32,6,1,5,360917113,TEX
31,4,0,16,360917127,SD
35,12,3,8,360917127,COL
36,11,4,4,360917129,LAD
33,6,1,15,360917129,ARI
35,10,3,9,360917103,TOR
32,8,2,4,360917103,LAA
28,7,5,5,360917126,STL
34,9,1,4,360917126,SF
32,5,1,7,360917112,HOU
33,7,1,10,360917112,SEA
35,11,5,7,360918105,DET
33,7,1,9,360918105,CLE
34,7,4,8,360918117,PIT
34,14,2,6,360918117,CIN
34,8,2,15,360918121,MIN
29,7,2,6,360918121,NYM
31,6,3,11,360918101,TB
32,8,1,6,360918101,BAL
26,7,0,4,360918115,WSH
29,12,4,10,360918115,ATL
35,8,2,8,360918122,MIA
33,8,5,8,360918122,PHI
36,11,2,9,360918107,CHW
35,12,3,2,360918107,KC
34,7,1,12,360918116,MIL
36,9,2,9,360918116,CHC
34,8,6,6,360918113,OAK
33,8,5,6,360918113,TEX
29,4,5,12,360918103,TOR
32,10,4,6,360918103,LAA
32,9,1,9,360918126,STL
32,5,2,8,360918126,SF
31,5,2,8,360918112,HOU
34,12,3,6,360918112,SEA
32,6,1,10,360918127,SD
34,10,5,5,360918127,COL
46,10,7,14,360918129,LAD
49,16,8,12,360918129,ARI
38,11,2,7,360918102,NYY
34,10,3,8,360918102,BOS
35,9,1,5,360919107,CHW
36,12,1,8,360919107,KC
34,9,2,4,360919101,BOS
31,4,0,7,360919101,BAL
40,13,4,12,360919121,ATL
35,8,2,5,360919121,NYM
33,9,0,6,360919128,WSH
31,7,3,7,360919128,MIA
33,5,0,2,360919113,LAA
34,12,4,6,360919113,TEX
33,6,2,9,360919116,CIN
33,9,0,6,360919116,CHC
37,11,0,8,360919127,STL
35,8,5,8,360919127,COL
33,7,2,7,360919111,HOU
29,3,3,4,360919111,OAK
33,8,5,12,360919112,TOR
30,3,5,10,360919112,SEA
29,3,1,9,360919119,SF
30,6,0,11,360919119,LAD
32,7,2,5,360919125,ARI
31,8,3,5,360919125,SD
38,11,1,8,360920101,BOS
33,6,2,9,360920101,BAL
33,10,5,3,360920122,CHW
34,12,3,6,360920122,PHI
31,6,0,6,360920105,KC
31,5,4,7,360920105,CLE
35,10,4,11,360920121,ATL
35,9,2,3,360920121,NYM
31,4,0,13,360920128,WSH
27,3,3,7,360920128,MIA
37,10,4,6,360920130,NYY
33,5,1,16,360920130,TB
33,8,8,4,360920113,LAA
34,12,1,2,360920113,TEX
33,7,2,7,360920116,CIN
33,11,6,5,360920116,CHC
37,13,2,8,360920108,PIT
33,7,3,11,360920108,MIL
38,11,3,11,360920109,DET
29,3,2,9,360920109,MIN
38,14,4,11,360920127,STL
37,12,2,5,360920127,COL
36,11,2,10,360920119,SF
35,9,2,13,360920119,LAD
35,8,3,10,360920111,HOU
32,3,5,10,360920111,OAK
39,14,5,9,360920112,TOR
34,7,2,11,360920112,SEA
31,4,2,5,360920125,ARI
26,4,5,12,360920125,SD
34,8,1,11,360921127,STL
35,12,2,7,360921127,COL
36,9,3,10,360921111,HOU
34,7,4,8,360921111,OAK
38,6,6,10,360921112,TOR
39,6,6,14,360921112,SEA
32,6,4,10,360921101,BOS
30,4,2,6,360921101,BAL
32,7,2,7,360921122,CHW
33,10,3,8,360921122,PHI
32,7,3,11,360921105,KC
33,13,3,7,360921105,CLE
35,9,1,7,360921121,ATL
33,7,6,7,360921121,NYM
33,8,4,9,360921128,WSH
31,4,2,11,360921128,MIA
43,17,3,8,360921130,NYY
34,8,2,7,360921130,TB
34,8,4,6,360921113,LAA
34,8,2,7,360921113,TEX
31,6,1,5,360921116,CIN
39,15,5,5,360921116,CHC
36,9,2,8,360921108,PIT
33,7,1,9,360921108,MIL
30,5,1,2,360921125,ARI
31,4,5,11,360921125,SD
34,7,2,9,360921119,SF
33,12,2,4,360921119,LAD
33,9,7,8,360922209,DET
31,5,3,8,360922209,MIN
34,9,7,8,360922101,BOS
33,6,2,9,360922101,BAL
32,6,2,8,360922105,KC
26,5,4,5,360922105,CLE
39,9,7,9,360922121,PHI
42,11,5,16,360922121,NYM
32,7,4,9,360922128,ATL
32,6,4,5,360922128,MIA
35,8,3,9,360922130,NYY
28,7,2,9,360922130,TB
30,5,3,9,360922108,PIT
27,4,3,10,360922108,MIL
31,5,3,12,360922118,LAA
31,8,1,6,360922118,HOU
31,6,4,12,360922309,DET
30,4,4,17,360922309,MIN
31,7,1,7,360922119,COL
31,9,8,6,360922119,LAD
33,6,3,9,360922125,SF
33,6,0,11,360922125,SD
28,5,2,13,360923116,STL
33,9,6,4,360923116,CHC
30,3,3,8,360923114,NYY
34,13,6,5,360923114,TOR
43,9,2,13,360923101,ARI
41,9,6,8,360923101,BAL
47,13,3,15,360923123,WSH
43,12,7,10,360923123,PIT
32,7,2,8,360923105,CHW
37,13,3,4,360923105,CLE
37,11,1,12,360923106,KC
33,9,7,9,360923106,DET
37,10,5,8,360923121,PHI
33,10,4,5,360923121,NYM
34,9,5,10,360923128,ATL
28,3,4,8,360923128,MIA
35,9,5,7,360923130,BOS
32,6,2,9,360923130,TB
35,9,0,5,360923108,CIN
31,8,4,7,360923108,MIL
40,13,7,8,360923109,SEA
31,5,1,11,360923109,MIN
38,12,7,9,360923118,LAA
32,8,5,5,360923118,HOU
31,4,1,3,360923111,TEX
31,7,3,10,360923111,OAK
33,8,2,11,360923119,COL
29,8,6,14,360923119,LAD
31,4,5,6,360923125,SF
30,8,3,3,360923125,SD
37,10,3,8,360924106,KC
41,14,4,10,360924106,DET
40,14,4,8,360924116,STL
34,8,3,10,360924116,CHC
36,9,1,8,360924111,TEX
32,5,3,9,360924111,OAK
27,3,3,7,360924114,NYY
28,6,5,2,360924114,TOR
33,8,2,7,360924130,BOS
37,11,1,12,360924130,TB
34,7,0,11,360924101,ARI
32,10,4,8,360924101,BAL
37,12,2,9,360924123,WSH
35,8,3,10,360924123,PIT
42,15,1,15,360924105,CHW
33,8,3,6,360924105,CLE
34,10,7,6,360924108,CIN
32,6,2,8,360924108,MIL
32,5,0,7,360924109,SEA
27,3,1,6,360924109,MIN
38,12,4,12,360924118,LAA
34,8,4,8,360924118,HOU
42,17,5,13,360924121,PHI
37,11,5,4,360924121,NYM
33,8,2,11,360924128,ATL
31,9,6,2,360924128,MIA
43,12,4,4,360924125,SF
38,8,1,10,360924125,SD
32,6,0,8,360924119,COL
36,13,8,7,360924119,LAD
34,8,2,9,360925114,NYY
32,9,6,12,360925114,TOR
33,6,2,3,360925105,CHW
28,2,3,14,360925105,CLE
45,19,1,10,360925106,KC
42,17,5,5,360925106,DET
30,3,2,11,360925121,PHI
37,14,9,9,360925121,NYM
35,8,6,8,360925130,BOS
35,7,3,23,360925130,TB
31,4,2,11,360925101,ARI
28,5,3,10,360925101,BAL
40,14,6,13,360925123,WSH
32,7,5,10,360925123,PIT
30,8,3,7,360925108,CIN
33,7,0,13,360925108,MIL
33,6,2,5,360925109,SEA
34,9,4,11,360925109,MIN
32,7,2,6,360925118,LAA
28,9,2,5,360925118,HOU
31,5,0,9,360925111,TEX
35,13,3,4,360925111,OAK
34,8,2,10,360925119,COL
40,12,3,7,360925119,LAD
34,7,3,2,360925125,SF
28,8,5,8,360925125,SD
31,5,3,11,360925116,STL
30,8,5,10,360925116,CHC
41,13,2,12,360926120,ARI
33,8,5,11,360926120,WSH
44,18,6,10,360926123,CHC
37,10,1,10,360926123,PIT
36,11,2,3,360926114,NYY
32,6,8,6,360926114,TOR
34,8,6,3,360926106,CLE
35,10,2,10,360926106,DET
34,7,6,10,360926128,NYM
37,14,2,4,360926128,MIA
34,10,3,5,360926113,MIL
35,8,1,5,360926113,TEX
33,9,4,6,360926104,TB
33,11,2,6,360926104,CHW
44,12,6,16,360926118,SEA
40,10,2,10,360926118,HOU
45,22,1,4,360926124,CIN
31,6,0,5,360926124,STL
30,4,2,4,360926103,OAK
29,6,2,4,360926103,LAA
35,10,3,6,360927110,BOS
32,14,1,2,360927110,NYY
32,6,2,11,360927120,ARI
26,3,2,6,360927120,WSH
35,8,7,9,360927123,CHC
34,8,8,9,360927123,PIT
34,8,3,12,360927114,BAL
30,9,3,6,360927114,TOR
30,4,1,13,360927106,CLE
35,16,5,5,360927106,DET
40,14,4,10,360927115,PHI
34,10,3,7,360927115,ATL
44,19,6,5,360927128,NYM
32,6,1,11,360927128,MIA
39,8,7,11,360927107,MIN
33,7,4,7,360927107,KC
36,10,4,11,360927113,MIL
30,7,6,5,360927113,TEX
39,11,0,8,360927104,TB
39,14,5,9,360927104,CHW
35,11,1,7,360927118,SEA
34,11,2,6,360927118,HOU
37,12,2,8,360927124,CIN
36,13,5,7,360927124,STL
30,6,3,4,360927103,OAK
34,12,1,3,360927103,LAA
32,5,6,6,360927125,LAD
29,6,3,10,360927125,SD
34,8,1,13,360927126,COL
40,19,3,3,360927126,SF
40,15,7,10,360928118,SEA
37,11,1,10,360928118,HOU
21,7,5,4,360928106,CLE
22,8,2,5,360928106,DET
31,5,8,3,360928110,BOS
28,3,6,8,360928110,NYY
23,8,3,4,360928120,ARI
18,5,1,5,360928120,WSH
32,4,4,6,360928123,CHC
34,12,2,8,360928123,PIT
37,11,1,13,360928114,BAL
29,6,4,7,360928114,TOR
29,4,4,8,360928115,PHI
34,13,4,5,360928115,ATL
37,10,5,4,360928128,NYM
33,7,3,8,360928128,MIA
34,8,3,10,360928107,MIN
32,8,3,4,360928107,KC
33,10,1,6,360928113,MIL
35,10,3,7,360928113,TEX
29,3,0,5,360928104,TB
28,5,2,8,360928104,CHW
39,10,0,10,360928124,CIN
32,7,3,5,360928124,STL
34,9,2,14,360928126,COL
28,5,2,11,360928126,SF
36,9,2,10,360928103,OAK
36,10,4,6,360928103,LAA
35,9,1,9,360928125,LAD
29,8,3,8,360928125,SD
33,6,3,9,360929120,ARI
31,7,4,6,360929120,WSH
29,4,2,10,360929110,BOS
32,8,7,9,360929110,NYY
18,4,0,5,360929123,CHC
16,2,2,4,360929123,PIT
35,9,2,7,360929114,BAL
28,3,3,8,360929114,TOR
34,9,0,7,360929115,PHI
30,7,6,12,360929115,ATL
38,13,3,7,360929107,MIN
37,13,2,11,360929107,KC
37,12,3,11,360929124,CIN
35,9,3,11,360929124,STL
35,11,4,11,360929104,TB
33,8,2,7,360929104,CHW
42,15,2,8,360929125,LAD
39,14,2,10,360929125,SD
35,9,0,11,360929112,OAK
35,12,2,7,360929112,SEA
35,10,1,14,360929126,COL
31,10,6,3,360929126,SF
36,10,6,7,360930102,TOR
35,10,2,8,360930102,BOS
38,10,8,9,360930110,BAL
28,3,6,7,360930110,NYY
40,12,3,7,360930120,MIA
33,7,3,13,360930120,WSH
36,9,1,6,360930122,NYM
33,7,2,14,360930122,PHI
33,8,4,4,360930117,CHC
32,5,1,8,360930117,CIN
38,11,3,8,360930115,DET
33,6,2,12,360930115,ATL
33,4,2,13,360930113,TB
33,10,1,9,360930113,TEX
30,6,5,12,360930104,MIN
36,12,2,9,360930104,CHW
33,8,4,8,360930127,MIL
30,10,0,5,360930127,COL
34,10,4,11,360930107,CLE
30,5,0,9,360930107,KC
32,5,1,11,360930124,PIT
30,7,5,7,360930124,STL
36,9,2,7,360930129,SD
28,6,2,6,360930129,ARI
33,8,1,10,360930103,HOU
30,6,4,7,360930103,LAA
28,2,5,4,360930112,OAK
31,7,1,6,360930112,SEA
34,9,1,7,360930126,LAD
36,13,5,6,360930126,SF
34,11,3,6,361001122,NYM
34,8,1,10,361001122,PHI
34,7,2,13,361001124,PIT
32,11,2,7,361001124,STL
34,9,4,6,361001110,BAL
34,12,4,10,361001110,NYY
30,4,5,7,361001120,MIA
29,7,3,8,361001120,WSH
29,3,1,7,361001126,LAD
30,7,3,6,361001126,SF
33,8,3,9,361001117,CHC
32,10,5,9,361001117,CIN
33,8,8,8,361001107,CLE
35,8,3,15,361001107,KC
28,4,7,13,361001102,TOR
31,5,6,2,361001102,BOS
33,5,3,10,361001104,MIN
30,4,3,9,361001104,CHW
32,7,3,12,361001115,DET
30,8,3,4,361001115,ATL
33,5,1,4,361001113,TB
31,3,1,12,361001113,TEX
37,7,4,14,361001127,MIL
41,12,1,7,361001127,COL
38,11,1,12,361001129,SD
29,10,4,3,361001129,ARI
36,10,5,5,361001103,HOU
31,4,2,6,361001103,LAA
45,16,2,12,361001112,OAK
44,13,5,12,361001112,SEA
34,9,4,6,361002102,TOR
30,4,3,8,361002102,BOS
32,7,1,8,361002103,HOU
32,9,6,5,361002103,LAA
31,7,1,8,361002110,BAL
36,10,1,6,361002110,NYY
42,13,3,8,361002113,TB
40,11,6,14,361002113,TEX
38,14,3,10,361002120,MIA
30,10,8,3,361002120,WSH
33,8,2,9,361002122,NYM
33,10,2,3,361002122,PHI
30,4,2,7,361002126,LAD
39,16,4,11,361002126,SF
35,9,4,11,361002104,MIN
33,6,4,9,361002104,CHW
31,7,4,9,361002112,OAK
32,6,1,10,361002112,SEA
31,5,1,15,361002115,DET
28,6,1,10,361002115,ATL
35,9,9,12,361002117,CHC
32,6,3,7,361002117,CIN
39,10,4,12,361002127,MIL
41,13,3,11,361002127,COL
33,7,0,9,361002129,SD
32,9,2,9,361002129,ARI
30,4,2,6,361002107,CLE
31,6,1,5,361002107,KC
35,9,4,11,361002124,PIT
36,12,4,5,361002124,STL
37,4,1,12,361004114,BAL
37,9,2,11,361004114,TOR
30,5,6,12,361005121,SF
30,4,2,6,361005121,NYM
39,13,6,2,361006113,TOR
29,4,0,6,361006113,TEX
36,10,1,14,361006105,BOS
32,10,1,12,361006105,CLE
33,6,2,7,361007113,TOR
40,13,3,7,361007113,TEX
29,3,3,8,361007105,BOS
32,9,3,8,361007105,CLE
33,8,2,9,361007120,LAD
35,9,3,11,361007120,WSH
31,6,0,6,361007116,SF
27,3,0,10,361007116,CHC
32,6,0,6,361008116,SF
33,9,1,6,361008116,CHC
34,8,6,6,361009120,LAD
31,9,2,14,361009120,WSH
34,4,4,9,361009114,TEX
37,10,4,9,361009114,TOR
35,9,6,11,361010119,WSH
33,6,2,9,361010119,LAD
32,7,2,10,361010102,CLE
33,8,4,9,361010102,BOS
49,10,4,12,361010126,CHC
46,13,4,7,361010126,SF
34,8,2,15,361011119,WSH
31,7,3,11,361011119,LAD
31,6,3,10,361011126,CHC
34,11,2,10,361011126,SF
33,8,5,9,361013120,LAD
32,7,9,12,361013120,WSH
33,7,2,12,361014105,TOR
27,6,1,6,361014105,CLE
30,3,2,13,361015105,TOR
28,4,2,6,361015105,CLE
34,9,3,7,361015116,LAD
33,9,6,5,361015116,CHC
27,3,7,6,361016116,LAD
29,2,1,10,361016116,CHC
33,7,4,8,361017114,CLE
33,7,3,9,361017114,TOR
28,2,2,9,361018114,CLE
32,9,4,8,361018114,TOR
31,4,2,10,361018119,CHC
34,10,1,8,361018119,LAD
33,6,0,10,361019114,CLE
31,6,0,8,361019114,TOR
40,13,3,8,361019119,CHC
31,6,5,8,361019119,LAD
39,13,4,9,361020119,CHC
34,9,2,6,361020119,LAD
26,2,1,7,361022116,LAD
30,7,0,8,361022116,CHC
34,7,2,15,361025105,CHC
33,10,4,9,361025105,CLE
37,9,8,8,361026105,CHC
31,4,5,12,361026105,CLE
29,8,3,10,361028116,CLE
33,5,1,8,361028116,CHC
36,10,3,10,361029116,CLE
33,7,1,8,361029116,CHC
32,6,0,9,361030116,CLE
30,7,3,14,361030116,CHC
39,13,3,6,361101105,CHC
31,6,6,10,361101105,CLE
39,13,4,5,361102105,CHC
40,11,3,9,361102105,CLE
36,9,1,8,370402130,NYY
36,13,3,10,370402130,TB
34,11,5,7,370402129,SF
38,13,0,12,370402129,ARI
34,8,0,12,370402124,CHC
35,11,8,8,370402124,STL
33,7,0,11,370403121,ATL
30,7,8,6,370403121,NYM
33,7,0,11,400905593,ATL
30,7,8,6,400905593,NYM
33,6,0,5,370403120,MIA
31,9,3,9,370403120,WSH
34,8,2,8,370403102,PIT
33,10,2,7,370403102,BOS
34,10,2,8,370403108,COL
31,7,6,14,370403108,MIL
34,10,2,8,400905596,COL
31,7,6,14,400905596,MIL
42,11,6,8,370403101,TOR
39,9,2,5,370403101,BAL
33,5,0,9,370403119,SD
36,14,5,5,370403119,LAD
28,3,2,4,370403109,KC
31,8,7,11,370403109,MIN
35,10,5,8,370403117,PHI
32,9,2,6,370403117,CIN
34,9,5,4,370403113,CLE
34,8,3,12,370403113,TEX
29,3,4,8,370403118,SEA
27,6,1,6,370403118,HOU
29,3,4,8,400905603,SEA
27,6,1,6,400905603,HOU
32,7,4,11,370403111,LAA
32,9,5,6,370403111,OAK
32,6,6,5,370404104,DET
34,8,2,11,370404104,CHW
36,9,3,5,370404130,NYY
32,5,3,8,370404130,TB
34,12,8,4,370404108,COL
34,9,2,14,370404108,MIL
32,8,5,9,370404113,CLE
32,7,1,10,370404113,TEX
36,7,2,11,370404118,SEA
26,5,3,3,370404118,HOU
