Game,away,home,Date,away-score,home-score,Location
360403123,STL,PIT,2016-04-03T17:00Z,1.0,4.0,"Pittsburgh, Pennsylvania
							
								15212"
360403130,TOR,TB,2016-04-03T20:00Z,5.0,3.0,"St. Petersburg, Florida
							
								33705"
360403107,NYM,KC,2016-04-04T00:30Z,3.0,4.0,"Kansas City, Missouri
							
								64129"
360404108,SF,MIL,2016-04-04T18:10Z,12.0,3.0,"Milwaukee, Wisconsin
							
								53295"
360404101,MIN,BAL,2016-04-04T19:05Z,2.0,3.0,"Baltimore, Maryland
							
								21201"
360404113,SEA,TEX,2016-04-04T20:00Z,2.0,3.0,"Arlington, Texas
							
								76096"
360404115,WSH,ATL,2016-04-04T20:10Z,4.0,3.0,"Atlanta, Georgia
							
								39901"
360404117,PHI,CIN,2016-04-04T20:10Z,2.0,6.0,"Cincinnati, Ohio
							
								45202"
360404125,LAD,SD,2016-04-04T23:00Z,15.0,0.0,"San Diego, California
							
								92101"
360404130,TOR,TB,2016-04-04T23:10Z,5.0,3.0,"St. Petersburg, Florida
							
								33705"
360404129,COL,ARI,2016-04-05T01:40Z,10.0,5.0,"Phoenix, Arizona
							
								85004"
360404103,CHC,LAA,2016-04-05T02:00Z,9.0,0.0,"Anaheim, California
							
								92806"
360404111,CHW,OAK,2016-04-05T02:05Z,4.0,3.0,"Oakland, California
							
								94621"
360405110,HOU,NYY,2016-04-05T17:00Z,5.0,3.0,"Bronx, New York
							
								10451"
360405105,BOS,CLE,2016-04-05T17:10Z,6.0,2.0,"Cleveland, Ohio
							
								44115"
360405107,NYM,KC,2016-04-05T20:15Z,2.0,0.0,"Kansas City, Missouri
							
								64129"
360405123,STL,PIT,2016-04-05T23:05Z,5.0,6.0,"Pittsburgh, Pennsylvania
							
								15212"
360405128,DET,MIA,2016-04-05T23:10Z,8.0,7.0,"Miami, Florida
							
								33299"
360405130,TOR,TB,2016-04-05T23:10Z,2.0,3.0,"St. Petersburg, Florida
							
								33705"
360405113,SEA,TEX,2016-04-06T00:05Z,10.0,2.0,"Arlington, Texas
							
								76096"
360405108,SF,MIL,2016-04-06T00:10Z,2.0,1.0,"Milwaukee, Wisconsin
							
								53295"
360405129,COL,ARI,2016-04-06T01:40Z,6.0,11.0,"Phoenix, Arizona
							
								85004"
360405103,CHC,LAA,2016-04-06T02:05Z,6.0,1.0,"Anaheim, California
							
								92806"
360405111,CHW,OAK,2016-04-06T02:05Z,5.0,4.0,"Oakland, California
							
								94621"
360405125,LAD,SD,2016-04-06T02:10Z,3.0,0.0,"San Diego, California
							
								92101"
360406130,TOR,TB,2016-04-06T17:10Z,3.0,5.0,"St. Petersburg, Florida
							
								33705"
360406108,SF,MIL,2016-04-06T17:40Z,3.0,4.0,"Milwaukee, Wisconsin
							
								53295"
360406113,SEA,TEX,2016-04-06T18:05Z,9.0,5.0,"Arlington, Texas
							
								76096"
360406129,COL,ARI,2016-04-06T19:40Z,4.0,3.0,"Phoenix, Arizona
							
								85004"
360406128,DET,MIA,2016-04-06T20:55Z,7.0,3.0,"Miami, Florida
							
								33299"
360406105,BOS,CLE,2016-04-06T22:10Z,6.0,7.0,"Cleveland, Ohio
							
								44115"
360406117,PHI,CIN,2016-04-06T23:00Z,2.0,3.0,"Cincinnati, Ohio
							
								45202"
360406101,MIN,BAL,2016-04-06T23:05Z,2.0,4.0,"Baltimore, Maryland
							
								21201"
360406110,HOU,NYY,2016-04-06T23:05Z,6.0,16.0,"Bronx, New York
							
								10451"
360406123,STL,PIT,2016-04-06T23:05Z,1.0,5.0,"Pittsburgh, Pennsylvania
							
								15212"
360406115,WSH,ATL,2016-04-06T23:10Z,3.0,1.0,"Atlanta, Georgia
							
								39901"
360406125,LAD,SD,2016-04-07T01:10Z,7.0,0.0,"San Diego, California
							
								92101"
360406111,CHW,OAK,2016-04-07T02:00Z,1.0,2.0,"Oakland, California
							
								94621"
360407117,PHI,CIN,2016-04-07T16:35Z,6.0,10.0,"Cincinnati, Ohio
							
								45202"
360407111,CHW,OAK,2016-04-07T19:35Z,6.0,1.0,"Oakland, California
							
								94621"
360407110,HOU,NYY,2016-04-07T20:05Z,5.0,8.0,"Bronx, New York
							
								10451"
360407120,MIA,WSH,2016-04-07T20:05Z,6.0,4.0,"Washington, District of Columbia
							
								20003"
360407126,LAD,SF,2016-04-07T20:35Z,6.0,12.0,"San Francisco, California
							
								94107"
360407101,MIN,BAL,2016-04-07T23:05Z,2.0,4.0,"Baltimore, Maryland
							
								21201"
360407129,CHC,ARI,2016-04-08T01:40Z,14.0,6.0,"Phoenix, Arizona
							
								85004"
360407103,TEX,LAA,2016-04-08T02:05Z,3.0,4.0,"Anaheim, California
							
								92806"
360408106,NYY,DET,2016-04-08T17:10Z,0.0,4.0,"Detroit, Michigan
							
								48201"
360408121,PHI,NYM,2016-04-08T17:10Z,2.0,7.0,"Queens, New York
							
								11368"
360408104,CLE,CHW,2016-04-08T20:10Z,7.0,1.0,"Chicago, Illinois
							
								60616"
360408127,SD,COL,2016-04-08T20:10Z,13.0,6.0,"Denver, Colorado
							
								80205"
360408101,TB,BAL,2016-04-08T23:05Z,1.0,6.0,"Baltimore, Maryland
							
								21201"
360408114,BOS,TOR,2016-04-08T23:07Z,8.0,7.0,"Toronto, Ontario"
360408117,PIT,CIN,2016-04-08T23:10Z,6.0,5.0,"Cincinnati, Ohio
							
								45202"
360408115,STL,ATL,2016-04-08T23:35Z,7.0,4.0,"Atlanta, Georgia
							
								39901"
360408108,HOU,MIL,2016-04-09T00:10Z,4.0,6.0,"Milwaukee, Wisconsin
							
								53295"
360408107,MIN,KC,2016-04-09T00:15Z,3.0,4.0,"Kansas City, Missouri
							
								64129"
360408129,CHC,ARI,2016-04-09T01:40Z,2.0,3.0,"Phoenix, Arizona
							
								85004"
360408103,TEX,LAA,2016-04-09T02:05Z,7.0,3.0,"Anaheim, California
							
								92806"
360408112,OAK,SEA,2016-04-09T02:10Z,3.0,2.0,"Seattle, Washington
							
								98134"
360408126,LAD,SF,2016-04-09T02:15Z,2.0,3.0,"San Francisco, California
							
								94107"
360409114,BOS,TOR,2016-04-09T17:07Z,8.0,4.0,"Toronto, Ontario"
360409106,NYY,DET,2016-04-09T17:10Z,8.0,4.0,"Detroit, Michigan
							
								48201"
360409117,PIT,CIN,2016-04-09T17:10Z,1.0,5.0,"Cincinnati, Ohio
							
								45202"
360409104,CLE,CHW,2016-04-09T18:10Z,3.0,7.0,"Chicago, Illinois
							
								60616"
360409126,LAD,SF,2016-04-09T20:05Z,3.0,2.0,"San Francisco, California
							
								94107"
360409108,HOU,MIL,2016-04-09T23:10Z,6.0,4.0,"Milwaukee, Wisconsin
							
								53295"
360409115,STL,ATL,2016-04-09T23:10Z,12.0,2.0,"Atlanta, Georgia
							
								39901"
360409121,PHI,NYM,2016-04-09T23:10Z,1.0,0.0,"Queens, New York
							
								11368"
360409107,MIN,KC,2016-04-09T23:15Z,0.0,7.0,"Kansas City, Missouri
							
								64129"
360409127,SD,COL,2016-04-10T00:10Z,16.0,3.0,"Denver, Colorado
							
								80205"
360409129,CHC,ARI,2016-04-10T00:10Z,4.0,2.0,"Phoenix, Arizona
							
								85004"
360409103,TEX,LAA,2016-04-10T01:05Z,4.0,1.0,"Anaheim, California
							
								92806"
360409112,OAK,SEA,2016-04-10T01:10Z,6.0,1.0,"Seattle, Washington
							
								98134"
360410114,BOS,TOR,2016-04-10T17:07Z,0.0,3.0,"Toronto, Ontario"
360410117,PIT,CIN,2016-04-10T17:10Z,1.0,2.0,"Cincinnati, Ohio
							
								45202"
360410121,PHI,NYM,2016-04-10T17:10Z,5.0,2.0,"Queens, New York
							
								11368"
360410101,TB,BAL,2016-04-10T17:35Z,3.0,5.0,"Baltimore, Maryland
							
								21201"
360410115,STL,ATL,2016-04-10T17:35Z,12.0,7.0,"Atlanta, Georgia
							
								39901"
360410120,MIA,WSH,2016-04-10T17:35Z,2.0,4.0,"Washington, District of Columbia
							
								20003"
400836044,TB,BAL,2016-04-10T17:35Z,3.0,5.0,"Baltimore, Maryland
							
								21201"
360410108,HOU,MIL,2016-04-10T18:10Z,2.0,3.0,"Milwaukee, Wisconsin
							
								53295"
360410107,MIN,KC,2016-04-10T18:15Z,3.0,4.0,"Kansas City, Missouri
							
								64129"
360410103,TEX,LAA,2016-04-10T19:35Z,1.0,3.0,"Anaheim, California
							
								92806"
360410126,LAD,SF,2016-04-10T20:05Z,6.0,9.0,"San Francisco, California
							
								94107"
360410112,OAK,SEA,2016-04-10T20:10Z,2.0,1.0,"Seattle, Washington
							
								98134"
360410127,SD,COL,2016-04-10T20:10Z,3.0,6.0,"Denver, Colorado
							
								80205"
360410129,CHC,ARI,2016-04-10T20:10Z,7.0,3.0,"Phoenix, Arizona
							
								85004"
360411106,PIT,DET,2016-04-11T17:10Z,7.0,4.0,"Detroit, Michigan
							
								48201"
360411102,BAL,BOS,2016-04-11T18:05Z,9.0,7.0,"Boston, Massachusetts
							
								02215"
360411122,SD,PHI,2016-04-11T19:05Z,4.0,3.0,"Philadelphia, Pennsylvania
							
								19148"
360411109,CHW,MIN,2016-04-11T20:10Z,4.0,1.0,"Minneapolis, Minnesota
							
								55403"
360411124,MIL,STL,2016-04-11T20:15Z,1.0,10.0,"St. Louis, Missouri
							
								63102"
360411121,MIA,NYM,2016-04-11T23:00Z,10.0,3.0,"Queens, New York
							
								11368"
360411120,ATL,WSH,2016-04-11T23:05Z,4.0,6.0,"Washington, District of Columbia
							
								20003"
360411116,CIN,CHC,2016-04-12T00:05Z,3.0,5.0,"Chicago, Illinois
							
								60613"
360411118,KC,HOU,2016-04-12T00:10Z,2.0,8.0,"Houston, Texas
							
								77002"
360411111,LAA,OAK,2016-04-12T02:05Z,4.0,1.0,"Oakland, California
							
								94621"
360411112,TEX,SEA,2016-04-12T02:10Z,7.0,3.0,"Seattle, Washington
							
								98134"
360412106,PIT,DET,2016-04-12T17:10Z,2.0,8.0,"Detroit, Michigan
							
								48201"
360412119,ARI,LAD,2016-04-12T20:10Z,4.0,2.0,"Los Angeles, California
							
								90090"
360412120,ATL,WSH,2016-04-12T23:05Z,1.0,2.0,"Washington, District of Columbia
							
								20003"
360412122,SD,PHI,2016-04-12T23:05Z,0.0,3.0,"Philadelphia, Pennsylvania
							
								19148"
360412114,NYY,TOR,2016-04-12T23:07Z,3.0,2.0,"Toronto, Ontario"
360412102,BAL,BOS,2016-04-12T23:10Z,9.0,5.0,"Boston, Massachusetts
							
								02215"
360412121,MIA,NYM,2016-04-12T23:10Z,2.0,1.0,"Queens, New York
							
								11368"
360412130,CLE,TB,2016-04-12T23:10Z,1.0,5.0,"St. Petersburg, Florida
							
								33705"
360412118,KC,HOU,2016-04-13T00:10Z,3.0,2.0,"Houston, Texas
							
								77002"
360412127,SF,COL,2016-04-13T00:40Z,7.0,2.0,"Denver, Colorado
							
								80205"
360412111,LAA,OAK,2016-04-13T02:05Z,5.0,4.0,"Oakland, California
							
								94621"
360412112,TEX,SEA,2016-04-13T02:10Z,8.0,0.0,"Seattle, Washington
							
								98134"
360413121,MIA,NYM,2016-04-13T17:10Z,1.0,2.0,"Queens, New York
							
								11368"
360413111,LAA,OAK,2016-04-13T19:35Z,5.0,1.0,"Oakland, California
							
								94621"
360413112,TEX,SEA,2016-04-13T19:40Z,2.0,4.0,"Seattle, Washington
							
								98134"
360413102,BAL,BOS,2016-04-13T23:00Z,2.0,4.0,"Boston, Massachusetts
							
								02215"
360413120,ATL,WSH,2016-04-13T23:05Z,0.0,3.0,"Washington, District of Columbia
							
								20003"
360413122,SD,PHI,2016-04-13T23:05Z,1.0,2.0,"Philadelphia, Pennsylvania
							
								19148"
360413123,DET,PIT,2016-04-13T23:05Z,7.0,3.0,"Pittsburgh, Pennsylvania
							
								15212"
360413114,NYY,TOR,2016-04-13T23:07Z,2.0,7.0,"Toronto, Ontario"
360413130,CLE,TB,2016-04-13T23:10Z,4.0,1.0,"St. Petersburg, Florida
							
								33705"
360413116,CIN,CHC,2016-04-14T00:05Z,2.0,9.0,"Chicago, Illinois
							
								60613"
360413109,CHW,MIN,2016-04-14T00:10Z,3.0,0.0,"Minneapolis, Minnesota
							
								55403"
360413118,KC,HOU,2016-04-14T00:10Z,4.0,2.0,"Houston, Texas
							
								77002"
360413124,MIL,STL,2016-04-14T00:15Z,6.0,4.0,"St. Louis, Missouri
							
								63102"
360413127,SF,COL,2016-04-14T00:40Z,6.0,10.0,"Denver, Colorado
							
								80205"
360413119,ARI,LAD,2016-04-14T02:10Z,1.0,3.0,"Los Angeles, California
							
								90090"
360414123,DET,PIT,2016-04-14T16:35Z,7.0,4.0,"Pittsburgh, Pennsylvania
							
								15212"
360414122,SD,PHI,2016-04-14T17:05Z,0.0,3.0,"Philadelphia, Pennsylvania
							
								19148"
360414109,CHW,MIN,2016-04-14T17:10Z,3.0,1.0,"Minneapolis, Minnesota
							
								55403"
360414130,CLE,TB,2016-04-14T17:10Z,6.0,0.0,"St. Petersburg, Florida
							
								33705"
360414124,MIL,STL,2016-04-14T17:45Z,0.0,7.0,"St. Louis, Missouri
							
								63102"
360414127,SF,COL,2016-04-14T19:10Z,6.0,11.0,"Denver, Colorado
							
								80205"
360414120,ATL,WSH,2016-04-14T20:05Z,2.0,6.0,"Washington, District of Columbia
							
								20003"
360414114,NYY,TOR,2016-04-14T23:07Z,2.0,4.0,"Toronto, Ontario"
360414116,CIN,CHC,2016-04-15T00:00Z,1.0,8.0,"Chicago, Illinois
							
								60613"
360414113,BAL,TEX,2016-04-15T00:05Z,3.0,6.0,"Arlington, Texas
							
								76096"
360414118,KC,HOU,2016-04-15T00:10Z,6.0,2.0,"Houston, Texas
							
								77002"
360414119,ARI,LAD,2016-04-15T02:10Z,2.0,5.0,"Los Angeles, California
							
								90090"
360415116,COL,CHC,2016-04-15T18:20Z,6.0,1.0,"Chicago, Illinois
							
								60613"
360415110,SEA,NYY,2016-04-15T23:05Z,7.0,1.0,"Bronx, New York
							
								10451"
360415122,WSH,PHI,2016-04-15T23:05Z,9.0,1.0,"Philadelphia, Pennsylvania
							
								19148"
360415123,MIL,PIT,2016-04-15T23:05Z,8.0,4.0,"Pittsburgh, Pennsylvania
							
								15212"
360415102,TOR,BOS,2016-04-15T23:10Z,3.0,5.0,"Boston, Massachusetts
							
								02215"
360415105,NYM,CLE,2016-04-15T23:10Z,6.0,5.0,"Cleveland, Ohio
							
								44115"
360415128,ATL,MIA,2016-04-15T23:10Z,6.0,3.0,"Miami, Florida
							
								33299"
360415130,CHW,TB,2016-04-15T23:10Z,1.0,0.0,"St. Petersburg, Florida
							
								33705"
360415113,BAL,TEX,2016-04-16T00:05Z,11.0,5.0,"Arlington, Texas
							
								76096"
360415109,LAA,MIN,2016-04-16T00:10Z,4.0,5.0,"Minneapolis, Minnesota
							
								55403"
360415118,DET,HOU,2016-04-16T00:10Z,0.0,1.0,"Houston, Texas
							
								77002"
360415124,CIN,STL,2016-04-16T00:15Z,3.0,14.0,"St. Louis, Missouri
							
								63102"
360415111,KC,OAK,2016-04-16T02:05Z,4.0,2.0,"Oakland, California
							
								94621"
360415119,SF,LAD,2016-04-16T02:10Z,3.0,7.0,"Los Angeles, California
							
								90090"
360415125,ARI,SD,2016-04-16T02:40Z,3.0,2.0,"San Diego, California
							
								92101"
360416110,SEA,NYY,2016-04-16T17:05Z,3.0,2.0,"Bronx, New York
							
								10451"
360416109,LAA,MIN,2016-04-16T18:10Z,4.0,6.0,"Minneapolis, Minnesota
							
								55403"
360416124,CIN,STL,2016-04-16T18:15Z,9.0,8.0,"St. Louis, Missouri
							
								63102"
360416116,COL,CHC,2016-04-16T18:20Z,2.0,6.0,"Chicago, Illinois
							
								60613"
360416102,TOR,BOS,2016-04-16T20:05Z,2.0,4.0,"Boston, Massachusetts
							
								02215"
360416111,KC,OAK,2016-04-16T20:05Z,3.0,5.0,"Oakland, California
							
								94621"
360416105,NYM,CLE,2016-04-16T20:10Z,5.0,7.0,"Cleveland, Ohio
							
								44115"
360416130,CHW,TB,2016-04-16T22:10Z,2.0,7.0,"St. Petersburg, Florida
							
								33705"
360416122,WSH,PHI,2016-04-16T23:05Z,8.0,1.0,"Philadelphia, Pennsylvania
							
								19148"
360416123,MIL,PIT,2016-04-16T23:05Z,0.0,5.0,"Pittsburgh, Pennsylvania
							
								15212"
360416118,DET,HOU,2016-04-16T23:10Z,5.0,3.0,"Houston, Texas
							
								77002"
360416128,ATL,MIA,2016-04-16T23:10Z,6.0,4.0,"Miami, Florida
							
								33299"
360416113,BAL,TEX,2016-04-17T00:05Z,4.0,8.0,"Arlington, Texas
							
								76096"
360416125,ARI,SD,2016-04-17T00:40Z,3.0,5.0,"San Diego, California
							
								92101"
360416119,SF,LAD,2016-04-17T01:10Z,4.0,3.0,"Los Angeles, California
							
								90090"
360417110,SEA,NYY,2016-04-17T17:05Z,3.0,4.0,"Bronx, New York
							
								10451"
360417105,NYM,CLE,2016-04-17T17:10Z,6.0,0.0,"Cleveland, Ohio
							
								44115"
360417128,ATL,MIA,2016-04-17T17:10Z,6.0,5.0,"Miami, Florida
							
								33299"
360417130,CHW,TB,2016-04-17T17:10Z,2.0,3.0,"St. Petersburg, Florida
							
								33705"
360417102,TOR,BOS,2016-04-17T17:35Z,5.0,3.0,"Boston, Massachusetts
							
								02215"
360417122,WSH,PHI,2016-04-17T17:35Z,2.0,3.0,"Philadelphia, Pennsylvania
							
								19148"
360417123,MIL,PIT,2016-04-17T17:35Z,3.0,9.0,"Pittsburgh, Pennsylvania
							
								15212"
360417109,LAA,MIN,2016-04-17T18:10Z,2.0,3.0,"Minneapolis, Minnesota
							
								55403"
360417118,DET,HOU,2016-04-17T18:10Z,4.0,5.0,"Houston, Texas
							
								77002"
360417124,CIN,STL,2016-04-17T18:15Z,3.0,4.0,"St. Louis, Missouri
							
								63102"
360417116,COL,CHC,2016-04-17T18:20Z,2.0,0.0,"Chicago, Illinois
							
								60613"
360417111,KC,OAK,2016-04-17T20:05Z,2.0,3.0,"Oakland, California
							
								94621"
360417125,ARI,SD,2016-04-17T20:40Z,7.0,3.0,"San Diego, California
							
								92101"
360417119,SF,LAD,2016-04-18T00:00Z,1.0,3.0,"Los Angeles, California
							
								90090"
360418102,TOR,BOS,2016-04-18T15:05Z,4.0,3.0,"Boston, Massachusetts
							
								02215"
360418122,NYM,PHI,2016-04-18T23:05Z,5.0,2.0,"Philadelphia, Pennsylvania
							
								19148"
360418117,COL,CIN,2016-04-18T23:10Z,5.0,1.0,"Cincinnati, Ohio
							
								45202"
360418128,WSH,MIA,2016-04-18T23:10Z,1.0,6.0,"Miami, Florida
							
								33299"
360418124,CHC,STL,2016-04-19T00:00Z,5.0,0.0,"St. Louis, Missouri
							
								63102"
360418104,LAA,CHW,2016-04-19T00:10Z,7.0,0.0,"Chicago, Illinois
							
								60616"
360418109,MIL,MIN,2016-04-19T00:10Z,4.0,7.0,"Minneapolis, Minnesota
							
								55403"
360418126,ARI,SF,2016-04-19T02:15Z,9.0,7.0,"San Francisco, California
							
								94107"
360419109,MIL,MIN,2016-04-19T17:10Z,6.0,5.0,"Minneapolis, Minnesota
							
								55403"
360419105,SEA,CLE,2016-04-19T22:10Z,2.0,3.0,"Cleveland, Ohio
							
								44115"
360419101,TOR,BAL,2016-04-19T23:05Z,4.0,3.0,"Baltimore, Maryland
							
								21201"
360419110,OAK,NYY,2016-04-19T23:05Z,3.0,2.0,"Bronx, New York
							
								10451"
360419122,NYM,PHI,2016-04-19T23:05Z,11.0,1.0,"Philadelphia, Pennsylvania
							
								19148"
360419102,TB,BOS,2016-04-19T23:10Z,3.0,0.0,"Boston, Massachusetts
							
								02215"
360419115,LAD,ATL,2016-04-19T23:10Z,1.0,8.0,"Atlanta, Georgia
							
								39901"
360419117,COL,CIN,2016-04-19T23:10Z,3.0,4.0,"Cincinnati, Ohio
							
								45202"
360419128,WSH,MIA,2016-04-19T23:10Z,7.0,0.0,"Miami, Florida
							
								33299"
360419107,DET,KC,2016-04-19T23:15Z,6.0,8.0,"Kansas City, Missouri
							
								64129"
360419113,HOU,TEX,2016-04-20T00:05Z,5.0,7.0,"Arlington, Texas
							
								76096"
360419104,LAA,CHW,2016-04-20T00:10Z,0.0,5.0,"Chicago, Illinois
							
								60616"
360419124,CHC,STL,2016-04-20T00:15Z,2.0,1.0,"St. Louis, Missouri
							
								63102"
360419125,PIT,SD,2016-04-20T02:10Z,4.0,5.0,"San Diego, California
							
								92101"
360419126,ARI,SF,2016-04-20T02:15Z,3.0,0.0,"San Francisco, California
							
								94107"
360420117,COL,CIN,2016-04-20T16:35Z,5.0,6.0,"Cincinnati, Ohio
							
								45202"
360420124,CHC,STL,2016-04-20T17:45Z,3.0,5.0,"St. Louis, Missouri
							
								63102"
360420104,LAA,CHW,2016-04-20T18:10Z,1.0,2.0,"Chicago, Illinois
							
								60616"
360420105,SEA,CLE,2016-04-20T22:10Z,2.0,1.0,"Cleveland, Ohio
							
								44115"
360420107,DET,KC,2016-04-20T23:00Z,3.0,2.0,"Kansas City, Missouri
							
								64129"
360420101,TOR,BAL,2016-04-20T23:05Z,3.0,4.0,"Baltimore, Maryland
							
								21201"
360420110,OAK,NYY,2016-04-20T23:05Z,5.0,2.0,"Bronx, New York
							
								10451"
360420122,NYM,PHI,2016-04-20T23:05Z,4.0,5.0,"Philadelphia, Pennsylvania
							
								19148"
360420102,TB,BOS,2016-04-20T23:10Z,3.0,7.0,"Boston, Massachusetts
							
								02215"
360420115,LAD,ATL,2016-04-20T23:10Z,5.0,3.0,"Atlanta, Georgia
							
								39901"
360420128,WSH,MIA,2016-04-20T23:10Z,3.0,1.0,"Miami, Florida
							
								33299"
360420113,HOU,TEX,2016-04-21T00:05Z,1.0,2.0,"Arlington, Texas
							
								76096"
360420108,MIN,MIL,2016-04-21T00:10Z,5.0,10.0,"Milwaukee, Wisconsin
							
								53295"
360420125,PIT,SD,2016-04-21T02:10Z,2.0,8.0,"San Diego, California
							
								92101"
360420126,ARI,SF,2016-04-21T02:15Z,2.0,1.0,"San Francisco, California
							
								94107"
360421105,SEA,CLE,2016-04-21T16:10Z,10.0,7.0,"Cleveland, Ohio
							
								44115"
360421115,LAD,ATL,2016-04-21T16:10Z,2.0,1.0,"Atlanta, Georgia
							
								39901"
360421128,WSH,MIA,2016-04-21T17:10Z,1.0,5.0,"Miami, Florida
							
								33299"
360421102,TB,BOS,2016-04-21T17:35Z,12.0,8.0,"Boston, Massachusetts
							
								02215"
360421108,MIN,MIL,2016-04-21T17:40Z,8.0,1.0,"Milwaukee, Wisconsin
							
								53295"
360421104,LAA,CHW,2016-04-21T18:10Z,3.0,2.0,"Chicago, Illinois
							
								60616"
360421126,ARI,SF,2016-04-21T19:45Z,6.0,2.0,"San Francisco, California
							
								94107"
360421101,TOR,BAL,2016-04-21T23:05Z,2.0,3.0,"Baltimore, Maryland
							
								21201"
360421110,OAK,NYY,2016-04-21T23:05Z,7.0,3.0,"Bronx, New York
							
								10451"
360421117,CHC,CIN,2016-04-21T23:10Z,16.0,0.0,"Cincinnati, Ohio
							
								45202"
360421107,DET,KC,2016-04-21T23:15Z,0.0,4.0,"Kansas City, Missouri
							
								64129"
360421113,HOU,TEX,2016-04-22T00:05Z,4.0,7.0,"Arlington, Texas
							
								76096"
360421125,PIT,SD,2016-04-22T01:10Z,11.0,1.0,"San Diego, California
							
								92101"
400836187,PIT,SD,2016-04-22T01:10Z,11.0,1.0,"San Diego, California
							
								92101"
360422110,TB,NYY,2016-04-22T23:05Z,3.0,6.0,"Bronx, New York
							
								10451"
360422120,MIN,WSH,2016-04-22T23:05Z,4.0,8.0,"Washington, District of Columbia
							
								20003"
360422114,OAK,TOR,2016-04-22T23:07Z,8.0,5.0,"Toronto, Ontario"
360422106,CLE,DET,2016-04-22T23:10Z,2.0,1.0,"Detroit, Michigan
							
								48201"
360422117,CHC,CIN,2016-04-22T23:10Z,8.0,1.0,"Cincinnati, Ohio
							
								45202"
360422115,NYM,ATL,2016-04-22T23:35Z,6.0,3.0,"Atlanta, Georgia
							
								39901"
360422104,TEX,CHW,2016-04-23T00:10Z,0.0,5.0,"Chicago, Illinois
							
								60616"
360422108,PHI,MIL,2016-04-23T00:10Z,5.0,2.0,"Milwaukee, Wisconsin
							
								53295"
360422118,BOS,HOU,2016-04-23T00:10Z,6.0,2.0,"Houston, Texas
							
								77002"
360422107,BAL,KC,2016-04-23T00:15Z,2.0,4.0,"Kansas City, Missouri
							
								64129"
360422127,LAD,COL,2016-04-23T00:40Z,5.0,7.0,"Denver, Colorado
							
								80205"
360422129,PIT,ARI,2016-04-23T01:40Z,8.0,7.0,"Phoenix, Arizona
							
								85004"
360422103,SEA,LAA,2016-04-23T02:05Z,5.0,2.0,"Anaheim, California
							
								92806"
360422126,MIA,SF,2016-04-23T02:15Z,1.0,8.0,"San Francisco, California
							
								94107"
360422125,STL,SD,2016-04-23T02:40Z,1.0,4.0,"San Diego, California
							
								92101"
360423110,TB,NYY,2016-04-23T17:05Z,2.0,3.0,"Bronx, New York
							
								10451"
360423120,MIN,WSH,2016-04-23T17:05Z,0.0,2.0,"Washington, District of Columbia
							
								20003"
360423114,OAK,TOR,2016-04-23T17:07Z,3.0,9.0,"Toronto, Ontario"
360423106,CLE,DET,2016-04-23T17:10Z,10.0,1.0,"Detroit, Michigan
							
								48201"
360423104,TEX,CHW,2016-04-23T18:10Z,3.0,4.0,"Chicago, Illinois
							
								60616"
360423118,BOS,HOU,2016-04-23T20:05Z,3.0,8.0,"Houston, Texas
							
								77002"
360423108,PHI,MIL,2016-04-23T23:10Z,10.0,6.0,"Milwaukee, Wisconsin
							
								53295"
360423115,NYM,ATL,2016-04-23T23:10Z,8.0,2.0,"Atlanta, Georgia
							
								39901"
360423117,CHC,CIN,2016-04-23T23:10Z,5.0,13.0,"Cincinnati, Ohio
							
								45202"
360423107,BAL,KC,2016-04-23T23:15Z,8.0,3.0,"Kansas City, Missouri
							
								64129"
360423127,LAD,COL,2016-04-24T00:10Z,4.0,1.0,"Denver, Colorado
							
								80205"
360423129,PIT,ARI,2016-04-24T00:10Z,1.0,7.0,"Phoenix, Arizona
							
								85004"
360423125,STL,SD,2016-04-24T00:40Z,11.0,2.0,"San Diego, California
							
								92101"
360423103,SEA,LAA,2016-04-24T01:05Z,2.0,4.0,"Anaheim, California
							
								92806"
360423126,MIA,SF,2016-04-24T01:05Z,2.0,7.0,"San Francisco, California
							
								94107"
360424110,TB,NYY,2016-04-24T17:05Z,8.0,1.0,"Bronx, New York
							
								10451"
360424114,OAK,TOR,2016-04-24T17:07Z,3.0,6.0,"Toronto, Ontario"
360424106,CLE,DET,2016-04-24T17:10Z,6.0,3.0,"Detroit, Michigan
							
								48201"
360424117,CHC,CIN,2016-04-24T17:10Z,9.0,0.0,"Cincinnati, Ohio
							
								45202"
360424115,NYM,ATL,2016-04-24T17:35Z,3.0,2.0,"Atlanta, Georgia
							
								39901"
360424120,MIN,WSH,2016-04-24T17:35Z,5.0,6.0,"Washington, District of Columbia
							
								20003"
360424104,TEX,CHW,2016-04-24T18:10Z,1.0,4.0,"Chicago, Illinois
							
								60616"
360424108,PHI,MIL,2016-04-24T18:10Z,5.0,8.0,"Milwaukee, Wisconsin
							
								53295"
360424107,BAL,KC,2016-04-24T18:15Z,1.0,6.0,"Kansas City, Missouri
							
								64129"
360424103,SEA,LAA,2016-04-24T19:35Z,9.0,4.0,"Anaheim, California
							
								92806"
360424126,MIA,SF,2016-04-24T20:05Z,5.0,4.0,"San Francisco, California
							
								94107"
360424127,LAD,COL,2016-04-24T20:10Z,12.0,10.0,"Denver, Colorado
							
								80205"
360424129,PIT,ARI,2016-04-24T20:10Z,12.0,10.0,"Phoenix, Arizona
							
								85004"
